transaction_date,units_sold,revenue,day_of_week,is_weekend,month,day_of_month,lag_1,lag_7,rolling_mean_7,rolling_mean_14,rolling_std_7,store_location_Astoria,store_location_Hell's Kitchen,store_location_Lower Manhattan,product_category_Bakery,product_category_Branded,product_category_Coffee,product_category_Coffee beans,product_category_Drinking Chocolate,product_category_Flavours,product_category_Loose Tea,product_category_Packaged Chocolate,product_category_Tea
2023-06-25,0,0.0,6,True,6,25,0.0,8.0,6.285714285714286,6.357142857142857,6.473388749701495,True,False,False,False,False,False,True,False,False,False,False,False
2023-06-26,0,0.0,0,False,6,26,0.0,16.0,5.142857142857143,6.142857142857143,6.817344825970772,True,False,False,False,False,False,True,False,False,False,False,False
2023-06-27,0,0.0,1,False,6,27,0.0,12.0,2.857142857142857,5.857142857142857,5.014265364224067,True,False,False,False,False,False,True,False,False,False,False,False
2023-06-28,0,0.0,2,False,6,28,0.0,8.0,1.1428571428571428,5.857142857142857,3.0237157840738123,True,False,False,False,False,False,True,False,False,False,False,False
2023-06-29,0,0.0,3,False,6,29,0.0,0.0,0.0,5.142857142857143,0.0,True,False,False,False,False,False,True,False,False,False,False,False
2023-06-30,2,34.5,4,False,6,30,0.0,0.0,0.0,4.071428571428571,0.0,True,False,False,False,False,False,True,False,False,False,False,False
2023-01-15,19,76.5,6,True,1,15,25.0,25.0,20.142857142857142,24.214285714285715,6.121780008803856,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-16,37,147.0,0,False,1,16,19.0,19.0,19.285714285714285,23.0,5.736267244886867,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-17,25,104.75,1,False,1,17,37.0,27.0,21.857142857142858,24.142857142857142,8.802056036869484,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-18,21,89.5,2,False,1,18,25.0,20.0,21.571428571428573,23.928571428571427,8.63823174145309,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-19,20,80.5,3,False,1,19,21.0,10.0,21.714285714285715,23.5,8.616153157766828,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-20,13,53.5,4,False,1,20,20.0,15.0,23.142857142857142,22.285714285714285,7.03393136703725,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-21,29,131.5,5,True,1,21,13.0,25.0,22.857142857142858,21.714285714285715,7.448234050846584,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-22,28,114.0,6,True,1,22,29.0,19.0,23.428571428571427,21.785714285714285,7.785823502947371,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-23,35,142.0,0,False,1,23,28.0,37.0,24.714285714285715,22.0,7.67494377209123,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-24,30,123.25,1,False,1,24,35.0,25.0,24.428571428571427,23.142857142857142,7.161404491139594,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-25,26,106.25,2,False,1,25,30.0,21.0,25.142857142857142,23.357142857142858,7.47057720725272,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-26,18,69.0,3,False,1,26,26.0,20.0,25.857142857142858,23.785714285714285,7.2440451735332605,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-27,31,129.75,4,False,1,27,18.0,13.0,25.571428571428573,24.357142857142858,7.54668012786954,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-28,18,69.75,5,True,1,28,31.0,29.0,28.142857142857142,25.5,5.273473599964625,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-29,37,158.5,6,True,1,29,18.0,28.0,26.571428571428573,25.0,6.47706576718046,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-30,14,59.0,0,False,1,30,37.0,35.0,27.857142857142858,26.285714285714285,7.603257447273758,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-31,17,66.0,1,False,1,31,14.0,30.0,24.857142857142858,24.642857142857142,8.414839499926535,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-01,28,115.5,2,False,2,1,17.0,26.0,23.0,24.071428571428573,8.524474568362951,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-02,27,114.0,3,False,2,2,28.0,18.0,23.285714285714285,24.571428571428573,8.67398958023903,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-03,38,154.25,4,False,2,3,27.0,31.0,24.571428571428573,25.071428571428573,8.423323628614837,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-04,25,101.25,5,True,2,4,38.0,18.0,25.571428571428573,26.857142857142858,9.64118151226192,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-05,22,85.5,6,True,2,5,25.0,37.0,26.571428571428573,26.571428571428573,9.071147352221457,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-06,20,83.25,0,False,2,6,22.0,14.0,24.428571428571427,26.142857142857142,7.892129895390365,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-07,25,103.25,1,False,2,7,20.0,17.0,25.285714285714285,25.071428571428573,6.824326235712111,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-08,29,118.5,2,False,2,8,25.0,28.0,26.428571428571427,24.714285714285715,5.798193478924939,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-09,18,74.0,3,False,2,9,29.0,27.0,26.571428571428573,24.928571428571427,5.8554004376912046,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-10,25,99.0,4,False,2,10,18.0,38.0,25.285714285714285,24.928571428571427,6.676183683170245,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-11,21,85.25,5,True,2,11,25.0,25.0,23.428571428571427,24.5,3.6903993847614442,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-12,25,97.5,6,True,2,12,21.0,22.0,22.857142857142858,24.714285714285715,3.7161167647860354,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-13,22,92.0,0,False,2,13,25.0,20.0,23.285714285714285,23.857142857142858,3.7733400639347714,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-14,20,86.25,1,False,2,14,22.0,25.0,23.571428571428573,24.428571428571427,3.552329886011102,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-15,34,140.0,2,False,2,15,20.0,29.0,22.857142857142858,24.642857142857142,3.716116764786036,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-16,29,121.0,3,False,2,16,34.0,18.0,23.571428571428573,25.071428571428573,5.25538272812244,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-17,21,94.0,4,False,2,17,29.0,25.0,25.142857142857142,25.214285714285715,4.94734175858011,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-18,37,153.75,5,True,2,18,21.0,21.0,24.571428571428573,24.0,5.191568255583374,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-19,27,111.25,6,True,2,19,37.0,25.0,26.857142857142858,24.857142857142858,6.6690471940293365,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-20,19,76.25,0,False,2,20,27.0,22.0,27.142857142857142,25.214285714285715,6.61887632529298,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-21,17,73.25,1,False,2,21,19.0,20.0,26.714285714285715,25.142857142857142,7.087883692477983,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-22,35,140.75,2,False,2,22,17.0,34.0,26.285714285714285,24.571428571428573,7.6313888145012845,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-23,32,135.5,3,False,2,23,35.0,29.0,26.428571428571427,25.0,7.807200583588271,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-24,37,161.25,4,False,2,24,32.0,21.0,26.857142857142858,26.0,8.050436249640383,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-25,18,77.25,5,True,2,25,37.0,37.0,29.142857142857142,26.857142857142858,8.375133261199924,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-26,23,90.75,6,True,2,26,18.0,27.0,26.428571428571427,26.642857142857142,8.482474930843063,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-27,33,138.25,0,False,2,27,23.0,19.0,25.857142857142858,26.5,8.571825387640052,True,False,False,False,False,False,False,True,False,False,False,False
2023-02-28,17,73.0,1,False,2,28,33.0,17.0,27.857142857142858,27.285714285714285,8.335237877600768,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-01,29,116.0,2,False,3,1,17.0,35.0,27.857142857142858,27.071428571428573,8.33523787760077,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-02,29,119.5,3,False,3,2,29.0,32.0,27.0,26.714285714285715,7.767453465154035,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-03,34,136.0,4,False,3,3,29.0,37.0,26.571428571428573,26.714285714285715,7.524562952029021,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-04,28,116.75,5,True,3,4,34.0,18.0,26.142857142857142,27.642857142857142,6.890296835129132,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-05,44,171.75,6,True,3,5,28.0,23.0,27.571428571428573,27.0,5.8837953413632365,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-06,28,120.25,0,False,3,6,44.0,33.0,30.571428571428573,28.214285714285715,8.100558475750164,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-07,22,89.0,1,False,3,7,28.0,17.0,29.857142857142858,28.857142857142858,8.071112509614602,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-08,25,100.75,2,False,3,8,22.0,29.0,30.571428571428573,29.214285714285715,6.876460883747868,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-09,26,110.75,3,False,3,9,25.0,29.0,30.0,28.5,7.1879528842826215,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-10,23,91.0,4,False,3,10,26.0,34.0,29.571428571428573,28.071428571428573,7.345228447936874,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-11,20,80.0,5,True,3,11,23.0,28.0,28.0,27.071428571428573,7.416198487095671,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-12,15,61.0,6,True,3,12,20.0,44.0,26.857142857142858,27.214285714285715,8.008923594519878,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-13,23,98.75,0,False,3,13,15.0,28.0,22.714285714285715,26.642857142857142,4.309458036856662,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-14,13,58.0,1,False,3,14,23.0,22.0,22.0,25.928571428571427,3.65148371670109,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-15,29,118.0,2,False,3,15,13.0,25.0,20.714285714285715,25.642857142857142,4.990467102863391,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-16,31,125.75,3,False,3,16,29.0,26.0,21.285714285714285,25.642857142857142,5.736267244886848,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-17,21,88.75,4,False,3,17,31.0,23.0,22.0,25.785714285714285,6.658328118479384,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-18,31,130.0,5,True,3,18,21.0,20.0,21.714285714285715,24.857142857142858,6.651172470932859,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-19,38,150.5,6,True,3,19,31.0,15.0,23.285714285714285,25.071428571428573,7.432233529572062,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-20,23,95.25,0,False,3,20,38.0,23.0,26.571428571428573,24.642857142857142,8.202786982831773,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-21,27,120.75,1,False,3,21,23.0,13.0,26.571428571428573,24.285714285714285,8.202786982831773,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-22,29,120.0,2,False,3,22,27.0,29.0,28.571428571428573,24.642857142857142,5.652643713553964,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-23,46,184.25,3,False,3,23,29.0,31.0,28.571428571428573,24.928571428571427,5.652643713553964,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-24,22,95.75,4,False,3,24,46.0,21.0,30.714285714285715,26.357142857142858,8.731442906993982,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-25,28,118.25,5,True,3,25,22.0,31.0,30.857142857142858,26.285714285714285,8.552359741197597,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-26,28,115.25,6,True,3,26,28.0,38.0,30.428571428571427,26.857142857142858,8.618916073713361,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-27,37,158.0,0,False,3,27,28.0,23.0,29.0,27.785714285714285,7.958224257542226,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-28,25,104.25,1,False,3,28,37.0,27.0,31.0,28.785714285714285,7.958224257542233,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-29,37,152.25,2,False,3,29,25.0,29.0,30.714285714285715,29.642857142857142,8.159131606453524,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-30,21,83.0,3,False,3,30,37.0,46.0,31.857142857142858,30.214285714285715,8.434622525214598,True,False,False,False,False,False,False,True,False,False,False,False
2023-03-31,19,76.0,4,False,3,31,21.0,22.0,28.285714285714285,29.5,6.524678426668145,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-01,35,144.0,5,True,4,1,19.0,28.0,27.857142857142858,29.357142857142858,7.081162132224995,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-02,41,172.25,6,True,4,2,35.0,28.0,28.857142857142858,29.642857142857142,7.581305327988751,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-03,51,215.0,0,False,4,3,41.0,37.0,30.714285714285715,29.857142857142858,8.826367424074423,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-04,41,168.75,1,False,4,4,51.0,25.0,32.714285714285715,31.857142857142858,11.629191512658807,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-05,47,185.75,2,False,4,5,41.0,37.0,35.0,32.857142857142854,11.430952132988184,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-06,32,137.25,3,False,4,6,47.0,21.0,36.42857142857143,34.142857142857146,12.313368654395438,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-07,25,103.25,4,False,4,7,32.0,19.0,38.0,33.142857142857146,10.598742063723126,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-08,38,149.75,5,True,4,8,25.0,35.0,38.857142857142854,33.357142857142854,8.914941978285173,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-09,27,112.75,6,True,4,9,38.0,41.0,39.285714285714285,34.07142857142857,8.769536014223478,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-10,31,126.25,0,False,4,10,27.0,51.0,37.285714285714285,34.0,9.844021632684608,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-11,38,155.0,1,False,4,11,31.0,41.0,34.42857142857143,33.57142857142857,7.91321980100693,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-12,26,105.0,2,False,4,12,38.0,47.0,34.0,34.5,7.5718777944003985,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-13,31,132.25,3,False,4,13,26.0,32.0,31.0,33.714285714285715,5.416025603090683,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-14,28,126.75,4,False,4,14,31.0,25.0,30.857142857142858,34.42857142857143,5.398412465054666,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-15,41,171.75,5,True,4,15,28.0,38.0,31.285714285714285,35.07142857142857,4.956957592256467,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-16,37,150.5,6,True,4,16,41.0,27.0,31.714285714285715,35.5,5.707138387268093,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-17,26,111.0,0,False,4,17,37.0,31.0,33.142857142857146,35.214285714285715,5.58057856703565,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-18,34,142.5,1,False,4,18,26.0,38.0,32.42857142857143,33.42857142857143,6.187545093630816,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-19,31,128.75,2,False,4,19,34.0,26.0,31.857142857142858,32.92857142857143,5.756983337031437,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-20,27,108.5,3,False,4,20,31.0,31.0,32.57142857142857,31.785714285714285,5.191568255583419,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-21,25,109.5,4,False,4,21,27.0,28.0,32.0,31.428571428571427,5.597618541248931,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-22,40,161.5,5,True,4,22,25.0,41.0,31.571428571428573,31.428571428571427,6.051367417290746,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-23,50,203.75,6,True,4,23,40.0,37.0,31.428571428571427,31.571428571428573,5.798193478924972,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-24,47,196.5,0,False,4,24,50.0,26.0,33.285714285714285,33.214285714285715,9.050124966251152,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-25,41,169.0,1,False,4,25,47.0,34.0,36.285714285714285,34.357142857142854,9.690446940402827,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-26,45,185.75,2,False,4,26,41.0,31.0,37.285714285714285,34.57142857142857,9.776064063386103,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-27,55,232.25,3,False,4,27,45.0,27.0,39.285714285714285,35.92857142857143,9.707630773679846,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-28,26,103.5,4,False,4,28,55.0,25.0,43.285714285714285,37.642857142857146,9.569296137722432,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-29,51,216.5,5,True,4,29,26.0,40.0,43.42857142857143,37.5,9.25305612319781,True,False,False,False,False,False,False,True,False,False,False,False
2023-04-30,37,159.5,6,True,4,30,51.0,50.0,45.0,38.214285714285715,9.504384952922218,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-01,54,220.0,0,False,5,1,37.0,47.0,43.142857142857146,38.214285714285715,9.63376996868436,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-02,49,210.75,1,False,5,2,54.0,41.0,44.142857142857146,40.214285714285715,10.431180365113274,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-03,60,245.5,2,False,5,3,49.0,45.0,45.285714285714285,41.285714285714285,10.467637200984257,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-04,53,216.25,3,False,5,4,60.0,55.0,47.42857142857143,43.357142857142854,11.844227044670975,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-05,57,230.5,4,False,5,5,53.0,26.0,47.142857142857146,45.214285714285715,11.653734328940438,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-06,38,156.0,5,True,5,6,57.0,51.0,51.57142857142857,47.5,7.390470053998517,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-07,43,184.0,6,True,5,7,38.0,37.0,49.714285714285715,47.357142857142854,9.013217807092891,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-08,49,200.75,0,False,5,8,43.0,54.0,50.57142857142857,46.857142857142854,7.80720058358834,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-09,29,120.75,1,False,5,9,49.0,49.0,49.857142857142854,47.0,7.668736780560729,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-10,43,171.75,2,False,5,10,29.0,60.0,47.0,46.142857142857146,11.030261405182909,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-11,24,96.0,3,False,5,11,43.0,53.0,44.57142857142857,46.0,9.449111825230727,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-12,37,150.5,4,False,5,12,24.0,57.0,40.42857142857143,43.785714285714285,11.311603818750973,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-13,38,160.5,5,True,5,13,37.0,38.0,37.57142857142857,44.57142857142857,8.638231741453117,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-14,44,191.75,6,True,5,14,38.0,43.0,37.57142857142857,43.642857142857146,8.638231741453117,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-15,49,205.25,0,False,5,15,44.0,49.0,37.714285714285715,44.142857142857146,8.750510189207777,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-16,51,215.0,1,False,5,16,49.0,29.0,37.714285714285715,43.785714285714285,8.750510189207777,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-17,45,194.25,2,False,5,17,51.0,43.0,40.857142857142854,43.92857142857143,9.044861735235342,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-18,53,221.5,3,False,5,18,45.0,24.0,41.142857142857146,42.857142857142854,9.154754164341307,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-19,52,213.5,4,False,5,19,53.0,37.0,45.285714285714285,42.857142857142854,6.183695920571782,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-20,31,130.25,5,True,5,20,52.0,38.0,47.42857142857143,42.5,5.38074167307648,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-21,37,157.5,6,True,5,21,31.0,44.0,46.42857142857143,42.0,7.612646120264743,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-22,44,182.0,0,False,5,22,37.0,49.0,45.42857142857143,41.57142857142857,8.403514004215646,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-23,58,238.0,1,False,5,23,44.0,51.0,44.714285714285715,41.214285714285715,8.260635280539633,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-24,54,227.25,2,False,5,24,58.0,45.0,45.714285714285715,43.285714285714285,9.48181216354568,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-25,62,255.25,3,False,5,25,54.0,53.0,47.0,44.07142857142857,9.96661092515075,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-26,41,173.25,4,False,5,26,62.0,52.0,48.285714285714285,46.785714285714285,11.353623294119059,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-27,52,218.0,5,True,5,27,41.0,31.0,46.714285714285715,47.07142857142857,11.513966674062832,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-28,40,160.75,6,True,5,28,52.0,37.0,49.714285714285715,48.07142857142857,9.250482612892672,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-29,69,295.5,0,False,5,29,40.0,44.0,50.142857142857146,47.785714285714285,8.610624666239854,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-30,43,177.75,1,False,5,30,69.0,58.0,53.714285714285715,49.214285714285715,10.59424821486152,True,False,False,False,False,False,False,True,False,False,False,False
2023-05-31,36,151.25,2,False,5,31,43.0,54.0,51.57142857142857,48.642857142857146,11.088389466120951,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-01,54,220.75,3,False,6,1,36.0,62.0,49.0,48.0,12.43650540411846,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-02,58,246.25,4,False,6,2,54.0,41.0,47.857142857142854,48.07142857142857,11.364103886486523,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-03,72,297.5,5,True,6,3,58.0,52.0,50.285714285714285,48.5,11.470458952083376,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-04,50,208.5,6,True,6,4,72.0,40.0,53.142857142857146,51.42857142857143,14.14718548485381,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-05,59,243.0,0,False,6,5,50.0,69.0,54.57142857142857,52.357142857142854,13.062122630684833,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-06,47,191.25,1,False,6,6,59.0,43.0,53.142857142857146,53.42857142857143,11.696560340951738,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-07,45,191.25,2,False,6,7,47.0,36.0,53.714285714285715,52.642857142857146,11.20586581087913,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-08,44,184.5,3,False,6,8,45.0,54.0,55.0,52.0,9.165151389911749,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-09,35,143.25,4,False,6,9,44.0,58.0,53.57142857142857,50.714285714285715,10.080627342534235,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-10,36,148.25,5,True,6,10,35.0,72.0,50.285714285714285,50.285714285714285,11.968211864689575,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-11,37,152.75,6,True,6,11,36.0,50.0,45.142857142857146,49.142857142857146,8.23465383665426,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-12,34,136.25,0,False,6,12,37.0,59.0,43.285714285714285,48.92857142857143,8.42049653552347,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-13,51,215.0,1,False,6,13,34.0,47.0,39.714285714285715,46.42857142857143,5.407226205560114,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-14,38,167.0,2,False,6,14,51.0,45.0,40.285714285714285,47.0,6.421689437998077,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-15,51,213.0,3,False,6,15,38.0,44.0,39.285714285714285,47.142857142857146,6.10230245383626,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-16,51,213.5,4,False,6,16,51.0,35.0,40.285714285714285,46.92857142857143,7.4322335295721205,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-17,41,173.75,5,True,6,17,51.0,36.0,42.57142857142857,46.42857142857143,7.976154939508666,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-18,58,246.0,6,True,6,18,41.0,37.0,43.285714285714285,44.214285714285715,7.4992063072098585,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-19,55,227.75,0,False,6,19,58.0,34.0,46.285714285714285,44.785714285714285,8.673989580239084,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-20,35,143.25,1,False,6,20,55.0,51.0,49.285714285714285,44.5,7.227592630890056,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-21,37,165.0,2,False,6,21,35.0,38.0,47.0,43.642857142857146,8.925618559330644,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-22,56,231.0,3,False,6,22,37.0,51.0,46.857142857142854,43.07142857142857,9.099973835650562,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-23,54,220.0,4,False,6,23,56.0,51.0,47.57142857142857,43.92857142857143,9.658452996505977,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-24,64,266.0,5,True,6,24,54.0,41.0,48.0,45.285714285714285,9.899494936611715,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-25,58,241.0,6,True,6,25,64.0,58.0,51.285714285714285,47.285714285714285,10.950103282835414,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-26,52,219.25,0,False,6,26,58.0,55.0,51.285714285714285,48.785714285714285,10.950103282835414,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-27,66,272.75,1,False,6,27,52.0,35.0,50.857142857142854,50.07142857142857,10.838643387259841,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-28,39,157.75,2,False,6,28,66.0,37.0,55.285714285714285,51.142857142857146,9.534398874851153,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-29,64,273.0,3,False,6,29,39.0,56.0,55.57142857142857,51.214285714285715,8.904252595570012,True,False,False,False,False,False,False,True,False,False,False,False
2023-06-30,39,159.25,4,False,6,30,64.0,54.0,56.714285714285715,52.142857142857146,9.464218328601131,True,False,False,False,False,False,False,True,False,False,False,False
2023-01-15,23,18.400000000000002,6,True,1,15,25.0,0.0,14.285714285714286,7.142857142857143,10.641338977689566,True,False,False,False,False,False,False,False,True,False,False,False
2023-01-16,24,19.200000000000003,0,False,1,16,23.0,0.0,17.571428571428573,8.785714285714286,8.904252595569954,True,False,False,False,False,False,False,False,True,False,False,False
2023-01-17,24,19.200000000000003,1,False,1,17,24.0,25.0,21.0,10.5,4.582575694955837,True,False,False,False,False,False,False,False,True,False,False,False
2023-01-18,19,15.200000000000001,2,False,1,18,24.0,17.0,20.857142857142858,12.214285714285714,4.450789122113491,True,False,False,False,False,False,False,False,True,False,False,False
2023-01-19,25,20.0,3,False,1,19,19.0,13.0,21.142857142857142,13.571428571428571,4.220133150686573,True,False,False,False,False,False,False,False,True,False,False,False
2023-01-20,8,6.4,4,False,1,20,25.0,20.0,22.857142857142858,15.357142857142858,2.4102953780654732,True,False,False,False,False,False,False,False,True,False,False,False
2023-01-21,29,23.200000000000003,5,True,1,21,8.0,25.0,21.142857142857142,15.928571428571429,6.148944934663491,True,False,False,False,False,False,False,False,True,False,False,False
2023-01-22,0,0.0,6,True,1,22,29.0,23.0,21.714285714285715,18.0,6.725927091345492,True,False,False,False,False,False,False,False,True,False,False,False
